Implementation smell,Namespace,Class,File,Method,Description
Long Statement,ScheduleWidget.UnitTest,QuarterlyTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\QuarterlyTests.cs,MonthQuarterMatrixConstructed,The length of the statement  "            DayInQuarterTE te = new DayInQuarterTE(QuarterEnum.First' QuarterlyIntervalEnum.First' MonthlyIntervalEnum.First' DayOfWeekEnum.Fri); " is 133.
Magic Number,ScheduleWidget.UnitTest,StreetCleaningTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\StreetCleaningTests.cs,StreetCleaningIsOccurringTest,The following statement contains a magic number: Assert.IsFalse(schedule.IsOccurring(new DateTime(2018' 2' 5)));
Magic Number,ScheduleWidget.UnitTest,StreetCleaningTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\StreetCleaningTests.cs,StreetCleaningIsOccurringTest,The following statement contains a magic number: Assert.IsFalse(schedule.IsOccurring(new DateTime(2018' 3' 19)));
Magic Number,ScheduleWidget.UnitTest,StreetCleaningTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\StreetCleaningTests.cs,StreetCleaningIsOccurringTest,The following statement contains a magic number: Assert.IsFalse(schedule.IsOccurring(new DateTime(2018' 3' 19)));
Magic Number,ScheduleWidget.UnitTest,StreetCleaningTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\StreetCleaningTests.cs,StreetCleaningIsOccurringTest,The following statement contains a magic number: Assert.IsFalse(schedule.IsOccurring(new DateTime(2018' 3' 19)));
Magic Number,ScheduleWidget.UnitTest,StreetCleaningTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\StreetCleaningTests.cs,CreateStreetCleaningEvent,The following statement contains a magic number: return new Event()              {                  ID = 1'                  Title = "Fowler's Street Cleaning"'                  RangeInYear = new RangeInYear()                  {                      StartMonth = 4'      // April                      EndMonth = 10'       // October                  }'                  FrequencyTypeOptions = FrequencyTypeEnum.Monthly'                         MonthlyIntervalOptions = MonthlyIntervalEnum.First | MonthlyIntervalEnum.Third'                  DaysOfWeekOptions = DayOfWeekEnum.Mon'                  StartDateTime = new DateTime(2000' 1' 1)'                  EndDateTime = new DateTime(2020' 1' 1)              };
Magic Number,ScheduleWidget.UnitTest,StreetCleaningTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\StreetCleaningTests.cs,CreateStreetCleaningEvent,The following statement contains a magic number: return new Event()              {                  ID = 1'                  Title = "Fowler's Street Cleaning"'                  RangeInYear = new RangeInYear()                  {                      StartMonth = 4'      // April                      EndMonth = 10'       // October                  }'                  FrequencyTypeOptions = FrequencyTypeEnum.Monthly'                         MonthlyIntervalOptions = MonthlyIntervalEnum.First | MonthlyIntervalEnum.Third'                  DaysOfWeekOptions = DayOfWeekEnum.Mon'                  StartDateTime = new DateTime(2000' 1' 1)'                  EndDateTime = new DateTime(2020' 1' 1)              };
Magic Number,ScheduleWidget.UnitTest,StreetCleaningTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\StreetCleaningTests.cs,CreateStreetCleaningEvent,The following statement contains a magic number: return new Event()              {                  ID = 1'                  Title = "Fowler's Street Cleaning"'                  RangeInYear = new RangeInYear()                  {                      StartMonth = 4'      // April                      EndMonth = 10'       // October                  }'                  FrequencyTypeOptions = FrequencyTypeEnum.Monthly'                         MonthlyIntervalOptions = MonthlyIntervalEnum.First | MonthlyIntervalEnum.Third'                  DaysOfWeekOptions = DayOfWeekEnum.Mon'                  StartDateTime = new DateTime(2000' 1' 1)'                  EndDateTime = new DateTime(2020' 1' 1)              };
Magic Number,ScheduleWidget.UnitTest,StreetCleaningTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\StreetCleaningTests.cs,CreateStreetCleaningEvent,The following statement contains a magic number: return new Event()              {                  ID = 1'                  Title = "Fowler's Street Cleaning"'                  RangeInYear = new RangeInYear()                  {                      StartMonth = 4'      // April                      EndMonth = 10'       // October                  }'                  FrequencyTypeOptions = FrequencyTypeEnum.Monthly'                         MonthlyIntervalOptions = MonthlyIntervalEnum.First | MonthlyIntervalEnum.Third'                  DaysOfWeekOptions = DayOfWeekEnum.Mon'                  StartDateTime = new DateTime(2000' 1' 1)'                  EndDateTime = new DateTime(2020' 1' 1)              };
Magic Number,ScheduleWidget.UnitTest,StreetCleaningTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\StreetCleaningTests.cs,GetHolidays,The following statement contains a magic number: union.Add(new FixedHolidayTE(7' 4));
Magic Number,ScheduleWidget.UnitTest,StreetCleaningTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\StreetCleaningTests.cs,GetHolidays,The following statement contains a magic number: union.Add(new FixedHolidayTE(7' 4));
Magic Number,ScheduleWidget.UnitTest,StreetCleaningTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\StreetCleaningTests.cs,GetHolidays,The following statement contains a magic number: union.Add(new FloatingHolidayTE(9' DayOfWeekEnum.Mon' MonthlyIntervalEnum.First));
Magic Number,ScheduleWidget.UnitTest,DayInMonthTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\DayInMonthTests.cs,SundayTest,The following statement contains a magic number: Assert.IsTrue(sunday.Includes(new DateTime(2010' 6' 27)));
Magic Number,ScheduleWidget.UnitTest,DayInMonthTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\DayInMonthTests.cs,SundayTest,The following statement contains a magic number: Assert.IsTrue(sunday.Includes(new DateTime(2010' 6' 27)));
Magic Number,ScheduleWidget.UnitTest,DayInMonthTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\DayInMonthTests.cs,SundayTest,The following statement contains a magic number: Assert.IsTrue(sunday.Includes(new DateTime(2010' 6' 27)));
Magic Number,ScheduleWidget.UnitTest,DayInMonthTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\DayInMonthTests.cs,SundayTest,The following statement contains a magic number: Assert.IsTrue(sunday.Includes(new DateTime(2011' 1' 2)));
Magic Number,ScheduleWidget.UnitTest,DayInMonthTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\DayInMonthTests.cs,SundayTest,The following statement contains a magic number: Assert.IsTrue(sunday.Includes(new DateTime(2011' 1' 2)));
Magic Number,ScheduleWidget.UnitTest,DayInMonthTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\DayInMonthTests.cs,SundayTest,The following statement contains a magic number: Assert.IsTrue(sunday.Includes(new DateTime(2012' 9' 30)));
Magic Number,ScheduleWidget.UnitTest,DayInMonthTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\DayInMonthTests.cs,SundayTest,The following statement contains a magic number: Assert.IsTrue(sunday.Includes(new DateTime(2012' 9' 30)));
Magic Number,ScheduleWidget.UnitTest,DayInMonthTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\DayInMonthTests.cs,SundayTest,The following statement contains a magic number: Assert.IsTrue(sunday.Includes(new DateTime(2012' 9' 30)));
Magic Number,ScheduleWidget.UnitTest,DayInMonthTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\DayInMonthTests.cs,SundayTest,The following statement contains a magic number: Assert.IsFalse(sunday.Includes(new DateTime(2010' 8' 14)));
Magic Number,ScheduleWidget.UnitTest,DayInMonthTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\DayInMonthTests.cs,SundayTest,The following statement contains a magic number: Assert.IsFalse(sunday.Includes(new DateTime(2010' 8' 14)));
Magic Number,ScheduleWidget.UnitTest,DayInMonthTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\DayInMonthTests.cs,SundayTest,The following statement contains a magic number: Assert.IsFalse(sunday.Includes(new DateTime(2010' 8' 14)));
Magic Number,ScheduleWidget.UnitTest,DayInMonthTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\DayInMonthTests.cs,SundayTest,The following statement contains a magic number: Assert.IsFalse(sunday.Includes(new DateTime(2011' 3' 15)));
Magic Number,ScheduleWidget.UnitTest,DayInMonthTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\DayInMonthTests.cs,SundayTest,The following statement contains a magic number: Assert.IsFalse(sunday.Includes(new DateTime(2011' 3' 15)));
Magic Number,ScheduleWidget.UnitTest,DayInMonthTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\DayInMonthTests.cs,SundayTest,The following statement contains a magic number: Assert.IsFalse(sunday.Includes(new DateTime(2011' 3' 15)));
Magic Number,ScheduleWidget.UnitTest,DayInMonthTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\DayInMonthTests.cs,SundayTest,The following statement contains a magic number: Assert.IsFalse(sunday.Includes(new DateTime(2012' 8' 1)));
Magic Number,ScheduleWidget.UnitTest,DayInMonthTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\DayInMonthTests.cs,SundayTest,The following statement contains a magic number: Assert.IsFalse(sunday.Includes(new DateTime(2012' 8' 1)));
Magic Number,ScheduleWidget.UnitTest,DayInMonthTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\DayInMonthTests.cs,SaturdayTest,The following statement contains a magic number: Assert.IsTrue(saturday.Includes(new DateTime(2010' 6' 26)));
Magic Number,ScheduleWidget.UnitTest,DayInMonthTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\DayInMonthTests.cs,SaturdayTest,The following statement contains a magic number: Assert.IsTrue(saturday.Includes(new DateTime(2010' 6' 26)));
Magic Number,ScheduleWidget.UnitTest,DayInMonthTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\DayInMonthTests.cs,SaturdayTest,The following statement contains a magic number: Assert.IsTrue(saturday.Includes(new DateTime(2010' 6' 26)));
Magic Number,ScheduleWidget.UnitTest,DayInMonthTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\DayInMonthTests.cs,SaturdayTest,The following statement contains a magic number: Assert.IsTrue(saturday.Includes(new DateTime(2011' 1' 1)));
Magic Number,ScheduleWidget.UnitTest,DayInMonthTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\DayInMonthTests.cs,SaturdayTest,The following statement contains a magic number: Assert.IsTrue(saturday.Includes(new DateTime(2012' 9' 29)));
Magic Number,ScheduleWidget.UnitTest,DayInMonthTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\DayInMonthTests.cs,SaturdayTest,The following statement contains a magic number: Assert.IsTrue(saturday.Includes(new DateTime(2012' 9' 29)));
Magic Number,ScheduleWidget.UnitTest,DayInMonthTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\DayInMonthTests.cs,SaturdayTest,The following statement contains a magic number: Assert.IsTrue(saturday.Includes(new DateTime(2012' 9' 29)));
Magic Number,ScheduleWidget.UnitTest,DayInMonthTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\DayInMonthTests.cs,SaturdayTest,The following statement contains a magic number: Assert.IsFalse(saturday.Includes(new DateTime(2010' 4' 29)));
Magic Number,ScheduleWidget.UnitTest,DayInMonthTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\DayInMonthTests.cs,SaturdayTest,The following statement contains a magic number: Assert.IsFalse(saturday.Includes(new DateTime(2010' 4' 29)));
Magic Number,ScheduleWidget.UnitTest,DayInMonthTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\DayInMonthTests.cs,SaturdayTest,The following statement contains a magic number: Assert.IsFalse(saturday.Includes(new DateTime(2010' 4' 29)));
Magic Number,ScheduleWidget.UnitTest,DayInMonthTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\DayInMonthTests.cs,SaturdayTest,The following statement contains a magic number: Assert.IsFalse(saturday.Includes(new DateTime(2011' 9' 1)));
Magic Number,ScheduleWidget.UnitTest,DayInMonthTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\DayInMonthTests.cs,SaturdayTest,The following statement contains a magic number: Assert.IsFalse(saturday.Includes(new DateTime(2011' 9' 1)));
Magic Number,ScheduleWidget.UnitTest,DayInMonthTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\DayInMonthTests.cs,SaturdayTest,The following statement contains a magic number: Assert.IsFalse(saturday.Includes(new DateTime(2012' 2' 10)));
Magic Number,ScheduleWidget.UnitTest,DayInMonthTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\DayInMonthTests.cs,SaturdayTest,The following statement contains a magic number: Assert.IsFalse(saturday.Includes(new DateTime(2012' 2' 10)));
Magic Number,ScheduleWidget.UnitTest,DayInMonthTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\DayInMonthTests.cs,SaturdayTest,The following statement contains a magic number: Assert.IsFalse(saturday.Includes(new DateTime(2012' 2' 10)));
Magic Number,ScheduleWidget.UnitTest,DayInMonthTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\DayInMonthTests.cs,SecondTuesdayOfMonthTest,The following statement contains a magic number: Assert.IsTrue(secondTuesday.Includes(new DateTime(2010' 6' 8)));
Magic Number,ScheduleWidget.UnitTest,DayInMonthTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\DayInMonthTests.cs,SecondTuesdayOfMonthTest,The following statement contains a magic number: Assert.IsTrue(secondTuesday.Includes(new DateTime(2010' 6' 8)));
Magic Number,ScheduleWidget.UnitTest,DayInMonthTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\DayInMonthTests.cs,SecondTuesdayOfMonthTest,The following statement contains a magic number: Assert.IsTrue(secondTuesday.Includes(new DateTime(2010' 6' 8)));
Magic Number,ScheduleWidget.UnitTest,DayInMonthTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\DayInMonthTests.cs,SecondTuesdayOfMonthTest,The following statement contains a magic number: Assert.IsTrue(secondTuesday.Includes(new DateTime(2011' 1' 11)));
Magic Number,ScheduleWidget.UnitTest,DayInMonthTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\DayInMonthTests.cs,SecondTuesdayOfMonthTest,The following statement contains a magic number: Assert.IsTrue(secondTuesday.Includes(new DateTime(2011' 1' 11)));
Magic Number,ScheduleWidget.UnitTest,DayInMonthTests,D:\research\architectureSmells\repos\jamesstill_ScheduleWidget\ScheduleWidget\ScheduleWidget.UnitTest\DayInMonthTests.cs,SecondTuesdayOfMonthTest,The following statement contains a magic number: Assert.IsTrue(secondTuesday.Includes(new DateTime(2012' 11' 13)));
