Implementation smell,Namespace,Class,File,Method,Description
Long Statement,Graphics,Base,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Base.cs,BeginBox,The length of the statement  "	XLinearGradientBrush brush = new XLinearGradientBrush (rect' this.backColor' this.backColor2' XLinearGradientMode.Vertical); " is 124.
Magic Number,Graphics,Shapes,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Shapes.cs,DrawEllipse,The following statement contains a magic number: gfx.DrawEllipse (XBrushes.Goldenrod' 130' 0' 100' 60);  
Magic Number,Graphics,Shapes,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Shapes.cs,DrawEllipse,The following statement contains a magic number: gfx.DrawEllipse (pen' XBrushes.Goldenrod' 10' 80' 100' 60);  
Magic Number,Graphics,Shapes,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Shapes.cs,DrawEllipse,The following statement contains a magic number: gfx.DrawEllipse (pen' XBrushes.Goldenrod' 10' 80' 100' 60);  
Magic Number,Graphics,Shapes,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Shapes.cs,DrawEllipse,The following statement contains a magic number: gfx.DrawEllipse (pen' XBrushes.Goldenrod' 10' 80' 100' 60);  
Magic Number,Graphics,Shapes,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Shapes.cs,DrawEllipse,The following statement contains a magic number: gfx.DrawEllipse (pen' XBrushes.Goldenrod' 10' 80' 100' 60);  
Magic Number,Graphics,Shapes,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Shapes.cs,DrawEllipse,The following statement contains a magic number: gfx.DrawEllipse (pen' XBrushes.Goldenrod' 150' 80' 60' 60);  
Magic Number,Graphics,Shapes,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Shapes.cs,DrawEllipse,The following statement contains a magic number: gfx.DrawEllipse (pen' XBrushes.Goldenrod' 150' 80' 60' 60);  
Magic Number,Graphics,Shapes,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Shapes.cs,DrawEllipse,The following statement contains a magic number: gfx.DrawEllipse (pen' XBrushes.Goldenrod' 150' 80' 60' 60);  
Magic Number,Graphics,Shapes,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Shapes.cs,DrawEllipse,The following statement contains a magic number: gfx.DrawEllipse (pen' XBrushes.Goldenrod' 150' 80' 60' 60);  
Magic Number,Graphics,Shapes,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Shapes.cs,DrawPolygon,The following statement contains a magic number: gfx.DrawPolygon (pen' XBrushes.LightCoral' GetPentagram (50' new XPoint (60' 70))' XFillMode.Winding);  
Magic Number,Graphics,Shapes,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Shapes.cs,DrawPolygon,The following statement contains a magic number: gfx.DrawPolygon (pen' XBrushes.LightCoral' GetPentagram (50' new XPoint (60' 70))' XFillMode.Winding);  
Magic Number,Graphics,Shapes,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Shapes.cs,DrawPolygon,The following statement contains a magic number: gfx.DrawPolygon (pen' XBrushes.LightCoral' GetPentagram (50' new XPoint (60' 70))' XFillMode.Winding);  
Magic Number,Graphics,Shapes,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Shapes.cs,DrawPolygon,The following statement contains a magic number: gfx.DrawPolygon (pen' XBrushes.LightCoral' GetPentagram (50' new XPoint (180' 70))' XFillMode.Alternate);  
Magic Number,Graphics,Shapes,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Shapes.cs,DrawPolygon,The following statement contains a magic number: gfx.DrawPolygon (pen' XBrushes.LightCoral' GetPentagram (50' new XPoint (180' 70))' XFillMode.Alternate);  
Magic Number,Graphics,Shapes,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Shapes.cs,DrawPolygon,The following statement contains a magic number: gfx.DrawPolygon (pen' XBrushes.LightCoral' GetPentagram (50' new XPoint (180' 70))' XFillMode.Alternate);  
Magic Number,Graphics,Shapes,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Shapes.cs,DrawPie,The following statement contains a magic number: gfx.DrawPie (pen' 10' 0' 100' 90' -120' 75);  
Magic Number,Graphics,Shapes,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Shapes.cs,DrawPie,The following statement contains a magic number: gfx.DrawPie (pen' 10' 0' 100' 90' -120' 75);  
Magic Number,Graphics,Shapes,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Shapes.cs,DrawPie,The following statement contains a magic number: gfx.DrawPie (pen' 10' 0' 100' 90' -120' 75);  
Magic Number,Graphics,Shapes,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Shapes.cs,DrawPie,The following statement contains a magic number: gfx.DrawPie (pen' 10' 0' 100' 90' -120' 75);  
Magic Number,Graphics,Shapes,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Shapes.cs,DrawPie,The following statement contains a magic number: gfx.DrawPie (pen' 10' 0' 100' 90' -120' 75);  
Magic Number,Graphics,Shapes,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Shapes.cs,DrawPie,The following statement contains a magic number: gfx.DrawPie (XBrushes.Gold' 130' 0' 100' 90' -160' 150);  
Magic Number,Graphics,Shapes,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Shapes.cs,DrawPie,The following statement contains a magic number: gfx.DrawPie (XBrushes.Gold' 130' 0' 100' 90' -160' 150);  
Magic Number,Graphics,Shapes,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Shapes.cs,DrawPie,The following statement contains a magic number: gfx.DrawPie (XBrushes.Gold' 130' 0' 100' 90' -160' 150);  
Magic Number,Graphics,Shapes,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Shapes.cs,DrawPie,The following statement contains a magic number: gfx.DrawPie (XBrushes.Gold' 130' 0' 100' 90' -160' 150);  
Magic Number,Graphics,Shapes,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Shapes.cs,DrawPie,The following statement contains a magic number: gfx.DrawPie (XBrushes.Gold' 130' 0' 100' 90' -160' 150);  
Magic Number,Graphics,Shapes,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Shapes.cs,DrawPie,The following statement contains a magic number: gfx.DrawPie (pen' XBrushes.Gold' 10' 50' 100' 90' 80' 70);  
Magic Number,Graphics,Shapes,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Shapes.cs,DrawPie,The following statement contains a magic number: gfx.DrawPie (pen' XBrushes.Gold' 10' 50' 100' 90' 80' 70);  
Magic Number,Graphics,Shapes,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Shapes.cs,DrawPie,The following statement contains a magic number: gfx.DrawPie (pen' XBrushes.Gold' 10' 50' 100' 90' 80' 70);  
Magic Number,Graphics,Shapes,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Shapes.cs,DrawPie,The following statement contains a magic number: gfx.DrawPie (pen' XBrushes.Gold' 10' 50' 100' 90' 80' 70);  
Magic Number,Graphics,Shapes,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Shapes.cs,DrawPie,The following statement contains a magic number: gfx.DrawPie (pen' XBrushes.Gold' 10' 50' 100' 90' 80' 70);  
Magic Number,Graphics,Shapes,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Shapes.cs,DrawPie,The following statement contains a magic number: gfx.DrawPie (pen' XBrushes.Gold' 10' 50' 100' 90' 80' 70);  
Magic Number,Graphics,Shapes,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Shapes.cs,DrawPie,The following statement contains a magic number: gfx.DrawPie (pen' XBrushes.Gold' 150' 80' 60' 60' 35' 290);  
Magic Number,Graphics,Shapes,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Shapes.cs,DrawPie,The following statement contains a magic number: gfx.DrawPie (pen' XBrushes.Gold' 150' 80' 60' 60' 35' 290);  
Magic Number,Graphics,Shapes,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Shapes.cs,DrawPie,The following statement contains a magic number: gfx.DrawPie (pen' XBrushes.Gold' 150' 80' 60' 60' 35' 290);  
Magic Number,Graphics,Shapes,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Shapes.cs,DrawPie,The following statement contains a magic number: gfx.DrawPie (pen' XBrushes.Gold' 150' 80' 60' 60' 35' 290);  
Magic Number,Graphics,Shapes,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Shapes.cs,DrawPie,The following statement contains a magic number: gfx.DrawPie (pen' XBrushes.Gold' 150' 80' 60' 60' 35' 290);  
Magic Number,Graphics,Shapes,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Shapes.cs,DrawPie,The following statement contains a magic number: gfx.DrawPie (pen' XBrushes.Gold' 150' 80' 60' 60' 35' 290);  
Magic Number,Graphics,Shapes,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Shapes.cs,DrawClosedCurve,The following statement contains a magic number: gfx.DrawClosedCurve (pen' XBrushes.SkyBlue' new XPoint[] {  	new XPoint (10' 120)'  	new XPoint (80' 30)'  	new XPoint (220' 20)'  	new XPoint (170' 110)'  	new XPoint (100' 90)  }' XFillMode.Winding' 0.7);  
Magic Number,Graphics,Shapes,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Shapes.cs,DrawClosedCurve,The following statement contains a magic number: gfx.DrawClosedCurve (pen' XBrushes.SkyBlue' new XPoint[] {  	new XPoint (10' 120)'  	new XPoint (80' 30)'  	new XPoint (220' 20)'  	new XPoint (170' 110)'  	new XPoint (100' 90)  }' XFillMode.Winding' 0.7);  
Magic Number,Graphics,Shapes,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Shapes.cs,DrawClosedCurve,The following statement contains a magic number: gfx.DrawClosedCurve (pen' XBrushes.SkyBlue' new XPoint[] {  	new XPoint (10' 120)'  	new XPoint (80' 30)'  	new XPoint (220' 20)'  	new XPoint (170' 110)'  	new XPoint (100' 90)  }' XFillMode.Winding' 0.7);  
Magic Number,Graphics,Shapes,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Shapes.cs,DrawClosedCurve,The following statement contains a magic number: gfx.DrawClosedCurve (pen' XBrushes.SkyBlue' new XPoint[] {  	new XPoint (10' 120)'  	new XPoint (80' 30)'  	new XPoint (220' 20)'  	new XPoint (170' 110)'  	new XPoint (100' 90)  }' XFillMode.Winding' 0.7);  
Magic Number,Graphics,Shapes,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Shapes.cs,DrawClosedCurve,The following statement contains a magic number: gfx.DrawClosedCurve (pen' XBrushes.SkyBlue' new XPoint[] {  	new XPoint (10' 120)'  	new XPoint (80' 30)'  	new XPoint (220' 20)'  	new XPoint (170' 110)'  	new XPoint (100' 90)  }' XFillMode.Winding' 0.7);  
Magic Number,Graphics,Shapes,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Shapes.cs,DrawClosedCurve,The following statement contains a magic number: gfx.DrawClosedCurve (pen' XBrushes.SkyBlue' new XPoint[] {  	new XPoint (10' 120)'  	new XPoint (80' 30)'  	new XPoint (220' 20)'  	new XPoint (170' 110)'  	new XPoint (100' 90)  }' XFillMode.Winding' 0.7);  
Magic Number,Graphics,Shapes,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Shapes.cs,DrawClosedCurve,The following statement contains a magic number: gfx.DrawClosedCurve (pen' XBrushes.SkyBlue' new XPoint[] {  	new XPoint (10' 120)'  	new XPoint (80' 30)'  	new XPoint (220' 20)'  	new XPoint (170' 110)'  	new XPoint (100' 90)  }' XFillMode.Winding' 0.7);  
Magic Number,Graphics,Shapes,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Shapes.cs,DrawClosedCurve,The following statement contains a magic number: gfx.DrawClosedCurve (pen' XBrushes.SkyBlue' new XPoint[] {  	new XPoint (10' 120)'  	new XPoint (80' 30)'  	new XPoint (220' 20)'  	new XPoint (170' 110)'  	new XPoint (100' 90)  }' XFillMode.Winding' 0.7);  
Magic Number,Graphics,Shapes,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Shapes.cs,DrawClosedCurve,The following statement contains a magic number: gfx.DrawClosedCurve (pen' XBrushes.SkyBlue' new XPoint[] {  	new XPoint (10' 120)'  	new XPoint (80' 30)'  	new XPoint (220' 20)'  	new XPoint (170' 110)'  	new XPoint (100' 90)  }' XFillMode.Winding' 0.7);  
Magic Number,Graphics,Shapes,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Shapes.cs,DrawClosedCurve,The following statement contains a magic number: gfx.DrawClosedCurve (pen' XBrushes.SkyBlue' new XPoint[] {  	new XPoint (10' 120)'  	new XPoint (80' 30)'  	new XPoint (220' 20)'  	new XPoint (170' 110)'  	new XPoint (100' 90)  }' XFillMode.Winding' 0.7);  
Magic Number,Graphics,Shapes,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Shapes.cs,DrawClosedCurve,The following statement contains a magic number: gfx.DrawClosedCurve (pen' XBrushes.SkyBlue' new XPoint[] {  	new XPoint (10' 120)'  	new XPoint (80' 30)'  	new XPoint (220' 20)'  	new XPoint (170' 110)'  	new XPoint (100' 90)  }' XFillMode.Winding' 0.7);  
Magic Number,Graphics,Text,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Text.cs,DrawPage,The following statement contains a magic number: DrawTextAlignment (gfx' 2);  
Magic Number,Graphics,Text,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Text.cs,DrawPage,The following statement contains a magic number: MeasureText (gfx' 3);  
Magic Number,Graphics,Text,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Text.cs,DrawText,The following statement contains a magic number: gfx.DrawString ("Times (regular)"' fontRegular' XBrushes.DarkSlateGray' 0' 30);  
Magic Number,Graphics,Text,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Text.cs,DrawText,The following statement contains a magic number: gfx.DrawString ("Times (bold)"' fontBold' XBrushes.DarkSlateGray' 0' 65);  
Magic Number,Graphics,Text,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Text.cs,DrawText,The following statement contains a magic number: gfx.DrawString ("Times (italic)"' fontItalic' XBrushes.DarkSlateGray' 0' 100);  
Magic Number,Graphics,Text,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Text.cs,DrawText,The following statement contains a magic number: gfx.DrawString ("Times (bold italic)"' fontBoldItalic' XBrushes.DarkSlateGray' 0' 135);  
Magic Number,Graphics,Text,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Text.cs,DrawTextAlignment,The following statement contains a magic number: gfx.DrawLine (XPens.YellowGreen' rect.Width / 2' 0' rect.Width / 2' rect.Height);  
Magic Number,Graphics,Text,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Text.cs,DrawTextAlignment,The following statement contains a magic number: gfx.DrawLine (XPens.YellowGreen' rect.Width / 2' 0' rect.Width / 2' rect.Height);  
Magic Number,Graphics,Text,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Text.cs,DrawTextAlignment,The following statement contains a magic number: gfx.DrawLine (XPens.YellowGreen' 0' rect.Height / 2' rect.Width' rect.Height / 2);  
Magic Number,Graphics,Text,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Text.cs,DrawTextAlignment,The following statement contains a magic number: gfx.DrawLine (XPens.YellowGreen' 0' rect.Height / 2' rect.Width' rect.Height / 2);  
Magic Number,Graphics,Text,C:\repos\henrybond158_Holiday-App\Holiday App\External Libraries\PDFsharp\samples\Samples C#\Based on GDI+\Graphics\Text.cs,MeasureText,The following statement contains a magic number: color.A = 0.6;  
