Project,No of Types,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,FAN-OUT,FAN-IN
ikravchenko_XamarinPoC,30,39,166,36,8,120,2545,321,3,3,5.87,39,39
ikriv_BaktunShell,65,96,237,71,5,112,2822,350,18,17,14.42,75,75
Ilan321_SharpGotchi,4,3,3,8,0,1,122,3,0,0,0,2,2
iLexDev_ASP.NET-WebApi-MultipartDataMediaFormatter,14,10,71,11,0,35,936,165,2,2,2.4,23,23
ili_R.Server,384,470,845,375,73,577,15371,1534,174,189,52.9,559,559
ImaginationOverflow_AdMeshForMobfox,62,121,229,148,23,136,3561,307,17,18,22.12,109,109
Imant_Tournament,900,798,3717,1120,20,2313,44871,5879,463,573,111.5,2003,2003
imazen_Nuget.Bootstrapper,20,12,87,15,0,35,904,156,5,5,1.13,27,27
imbenjamin_RadioTrackLineside,14,69,405,57,8,331,6968,726,0,0,9.6,15,15
Imodules_imod-msbuild-tasks,8,3,9,31,0,3,455,24,0,0,2,5,5
Impyy_SharpTox.Av.Filter,4,7,14,6,0,4,165,18,1,1,0.73,4,4
ImranCS_sublime,3,9,11,0,0,4,116,17,0,0,1.12,2,2
in2bits_harhar,18,1,12,89,0,8,1117,22,2,2,0,9,9
in2bits_SharpProxy,38,53,153,55,7,72,2051,252,8,9,8.78,59,59
incloud_ReactiveUI.Weather,6,12,7,10,1,5,166,7,0,0,1.61,3,3
IncodingSoftware_CQRS,11,4,16,9,0,15,261,19,0,0,1.67,8,8
inderdhir_Bio-Ninja,0,0,0,0,0,0,0,0,0,0,0,0,0
Inedo_bmx-artifactory,19,22,78,33,0,41,909,122,12,12,6,13,13
Inedo_bmx-dotnet2,62,95,205,96,28,90,4308,421,4,4,15.54,66,66
Inedo_bmx-fogbugz,3,7,23,11,0,17,617,43,0,0,1.99,2,2
Inedo_bmx-hudson,7,12,30,14,0,14,654,61,2,2,3.9,4,4
Inedo_bmx-plastic,3,9,25,6,0,16,490,64,0,0,0.77,2,2
Inedo_bmx-tfs2010,6,12,37,23,0,24,764,65,0,0,2.37,4,4
Inedo_bmx-tfs2012,19,29,83,50,1,46,1694,158,3,3,6.87,20,20
infantrash_mvcmef,1,1,4,0,0,2,55,19,0,0,0.75,0,0
infobip_oneapi-dot-net,103,284,307,80,155,218,5220,431,10,5,17.67,217,217
InforgeNet_De4DotGUI,2,0,5,0,0,1,101,18,0,0,0,1,1
InforgeNet_DeobHellper,4,0,19,0,0,3,207,37,0,0,0,3,3
infrabel_GNaP.Owin.Authentication.Jwt,11,8,17,10,0,9,230,31,0,0,0.73,14,14
IngageNetworks_IN.Chat,58,55,268,96,0,184,4646,487,22,24,6.08,61,61
inku25253_MineProtocol.net,79,250,163,106,239,124,2682,224,39,45,14.09,154,154
innatepirate_mysqlwrapper,4,1,16,9,0,13,211,41,0,0,0,5,5
inrebinfo_WpfApp,67,117,171,171,16,148,3567,297,30,34,12.63,71,71
InsanityBringer_eced,62,251,336,32,127,242,6193,1011,10,10,28.22,147,147
InteractiveIntelligence_ICWS-Statistics-Examples,15,35,29,41,0,7,775,78,0,0,1.74,11,11
interfect_cjdns-installer,0,0,0,0,0,0,0,0,0,0,0,0,0
interjaz_WiktionaryMapper,31,64,91,33,31,50,1222,187,8,10,5.08,50,50
interopbyt_StackReview2,12,3,46,16,0,24,636,126,8,4,1,13,13
ion-sapoval_google-measurement-protocol-dotnet,123,15,157,222,8,137,2654,229,117,121,1,46,46
iowen8_FertilityWater_ECom,1716,3863,4158,4887,111,2542,132109,9884,659,633,170.97,3878,3878
iqbal001001_NorthwindDIAngular,25,5,34,88,0,22,615,40,18,13,1.33,27,27
iQuarc_Movies-Demo,38,16,59,62,0,30,861,96,7,8,2.25,23,23
IritLevin_ScanningManager,15,40,84,0,5,42,1377,148,3,3,3.97,21,21
ishisaka_OctokitSample1,3,0,8,0,0,6,228,11,0,0,0,2,2
isitedesign_Elmah,268,385,979,250,90,611,19400,2207,66,68,54.47,515,515
ismaildurmaz_gstreamer-sharp,73,35,248,99,17,128,3156,287,38,66,3.27,96,96
isnowrain_CFManzana,21,40,172,17,12,145,1653,259,7,7,2.91,35,35
ITfoxtec_ITfoxtec.SAML2,55,91,156,77,71,88,2867,326,8,8,9.97,71,71
itmpanda_sysmeeting_live,1480,3417,11725,3811,464,6683,231520,37939,699,737,368.96,5979,5979
itverket_MVC-Blogg-Workshop,11,2,19,25,0,18,275,23,0,0,0.09,10,10
ItzWarty_libalby,89,123,191,77,5,138,1972,252,32,32,24.6,146,146
iulix1_Labyrinthia,0,0,0,0,0,0,0,0,0,0,0,0,0
ivaylokenov_ASP.NET-MVC-Lambda-Expression-Helpers,9,1,32,3,0,27,301,57,0,0,0.75,5,5
ivebeenlinuxed_MonoWAMP,10,28,45,0,21,30,832,139,2,2,3.36,14,14
iwedaz_TractionCalcDSL,107,308,858,344,51,495,16933,2746,26,35,29.66,286,286
JackyDing_Qt4VSAddin,216,1149,2200,276,342,1447,44160,7653,9,9,95.07,651,651
JackyDing_Qt5VSAddin,216,1152,2212,276,345,1456,44610,7698,9,9,95.19,660,660
JacobDanielMooney_LinkedListQueueRepo,2,4,15,0,0,13,93,20,0,0,0.86,1,1
jacobharasimo_FullTiltSoccer,58,286,366,309,5,104,5497,442,1,1,30.25,84,84
jacobromero_RandomMovieChooser,7,10,30,0,2,7,297,53,0,0,0.67,7,7
jaelle_blob,18,66,127,7,17,26,2841,422,0,0,6.51,22,22
Jaex_ParticleEngine,30,36,102,70,7,83,1278,209,11,11,6.78,59,59
jakefoster_sapi-gen,61,67,243,116,15,121,3472,476,23,42,7.36,109,109
JakeGinnivan_ExpressionToString,5,3,32,5,0,9,355,70,0,0,0.86,3,3
jakeswenson_HttpClientGenerator,16,14,54,17,0,27,524,74,0,0,4.59,23,23
jakevn_MassiveNet,32,174,412,55,30,117,4923,921,1,1,14.1,111,111
Jakosa_Tabornok,15,19,25,24,1,20,713,54,0,0,0,23,23
JakubVanek_tvcontrol,43,121,120,74,109,101,1868,302,22,22,13.62,61,61
jalaziz_leaderboard-csharp,13,8,180,25,5,106,858,229,5,5,1.43,13,13
JamesKovacs_nhcontrib,5739,13994,31443,9651,3896,21096,605404,63155,4155,4881,1502.52,18664,18677
jamesmontemagno_Xamarin.Forms-Awesome-Controls,12,4,27,15,0,7,521,35,0,0,0.92,9,9
jamessantiago_Akeron,10,12,28,7,5,13,454,51,0,0,1.93,10,10
JamesSkemp_XboxApiWrapper,2,0,1,0,0,1,32,1,0,0,0,0,0
jameswalkoski_FatEnum,5,15,8,4,15,4,200,21,0,0,1.67,7,7
jan4984_AndroidHandlerForDNet,6,20,47,1,4,39,399,70,0,0,2.98,9,9
janderit_FactStore,22,38,72,12,12,44,692,97,9,9,7.24,23,23
jansater_TypeLess.Mail,17,13,79,43,0,39,941,153,14,9,2.25,19,19
jaredpar_RoundTripVSIX,2,3,5,3,1,4,97,7,0,0,0.67,1,1
JasonAceViral_CrotchDogs,340,1064,2038,264,508,1316,38052,6616,80,90,104.22,486,486
jasonall_Collective,8,13,96,10,3,84,1572,188,1,1,3.46,3,3
jasondentler_Simple.Data.RawSql,8,1,89,0,0,78,520,115,0,0,0.69,1,1
JasonJDong_CompressBinary,3,0,4,0,0,3,186,26,0,0,0,2,2
JasonMing_NCommons,49,8,122,26,0,114,1844,169,3,3,1.75,33,33
jasonsackett_unbase64unzip,2,0,7,0,0,6,98,13,0,0,0,1,1
jasonwnorris_Pokeymanz,11,28,11,13,1,4,415,62,0,0,0.65,5,5
javagg_kingstar_csharp_sdk,16,29,68,11,6,65,1468,73,1,1,2.87,3,3
javagg_smartquant.xml,19,6,159,21,0,13,985,172,17,30,1.93,15,15
javiercrowsoft_CSReports.net,207,879,2535,270,81,1648,34089,6355,11,11,63.8,611,675
jayhill_NextBus.NET,40,80,72,108,72,59,1310,109,8,8,1.5,72,72
jaymclain_MobileExtensions,6,1,32,2,0,26,203,39,1,1,0,3,3
jballe_GalleryServerPro,295,488,1466,1346,46,707,48531,4331,99,123,40.57,986,986
jboyce_LinqToSData,29,51,151,35,3,51,1979,359,7,7,9.36,29,29
jbrunken_ActiveForumsTapatalkXmlRpc,73,156,333,185,15,213,6586,846,29,30,29.81,129,129
jbtherasse_Pronos,20,8,59,29,0,34,573,78,7,7,3.45,27,27
jdiamond_NChanges,39,68,197,55,4,103,2772,495,0,0,10.87,58,58
jeffaristi92_ReportesDavid,6,11,27,10,6,8,486,89,0,0,1.08,3,3
jeffgriffin_Blog,21,328,91,36,279,42,2566,176,0,0,4.39,13,13
jeffhandley_NuGetClient,27,4,52,20,0,39,504,67,0,0,1.67,52,52
jeffyates123_Au,54,3,76,264,0,74,2421,229,23,23,0.57,35,35
JelleDamen_CustomMvxAndroidPresenter,7,0,3,5,0,3,63,3,0,0,0,2,2
jemc771_TsdWebApp,253,904,1487,331,569,877,22256,3616,90,134,76.61,481,481
jenasubodh_BingWall,10,4,21,26,1,16,254,24,3,2,0.45,3,3
jenspettersson_SilverScreen,41,5,69,59,0,52,659,72,28,38,0.58,63,63
jeremytammik_AddMaterials,19,17,43,22,1,27,740,81,0,0,3.13,15,15
jerrelblankenship_CodeMashMobile,79,86,423,144,3,313,7164,894,12,12,16.62,119,119
JerryXia_ML,209,613,1775,296,35,1343,137575,4396,10,10,52.02,156,156
JesseHsiu_GDHW,12,8,18,0,2,4,294,46,0,0,1.88,2,2
jezzsantos_ssauthz,97,50,178,157,15,119,3838,242,23,28,4.27,67,67
jflory7_Breakout,0,0,0,0,0,0,0,0,0,0,0,0,0
jflory7_Space-Invaders,0,0,0,0,0,0,0,0,0,0,0,0,0
jhalbrecht_Walker-Wp8,2,9,18,3,3,4,204,36,0,0,1.78,0,0
jhartwell_well-guarded,10,2,10,4,0,7,168,12,4,4,0,5,5
jhawkzz_TimeBandit,3,2,5,0,0,3,61,9,0,0,0,1,1
Ji2Inc_KaniMsgFixer,4,5,8,4,0,1,294,29,0,0,1,1,1
jimbobbennett_JimBobBennettApp,5,4,7,19,0,4,178,10,0,0,0.7,3,3
jimgaryphoenix_Sierra12,76,156,337,287,1,159,5972,525,28,28,21.78,103,103
jimmah_tridion-less-tbb,11,10,42,15,0,35,489,70,3,3,1.62,12,12
JimmieOverby_SES-example-pages,36,87,133,23,75,101,3234,331,6,6,5.41,20,20
jimmyp_ScheduleStuff,10,8,16,0,1,8,90,17,5,5,0.91,7,7
JiNanCVT_Exercise,17,20,36,13,2,24,575,64,1,1,3.09,11,11
jiowchern_KeysCore,54,71,166,53,18,46,1859,191,11,11,11.3,94,94
JiyongShi_MarkDownHtmlGenerator,3,0,4,8,0,2,202,27,0,0,0,2,2
jjafuller_DarkRoomW,10,29,131,32,12,29,1786,302,0,0,4.45,11,11
jjaramillo_IO.Website,14,57,34,47,0,30,884,53,6,6,3.23,16,16
jjb3rd_Freshdesk.Net,15,2,24,49,0,7,607,55,0,0,0.96,9,9
jjhesk_unity-interview,106,204,282,2,198,0,2884,298,96,96,28.8399999999999,0,0
jjmatthews_prep,6,12,16,5,11,16,337,18,0,0,1,1,1
jjoyner_htpc-dashboard,13,14,37,18,0,15,480,58,7,12,2.2,9,9
jkobrien_Xbox360ForensicsToolkit,81,214,539,173,46,266,15843,1756,2,2,17.74,159,213
jkonecki_Orleans.EventSourcing,5,4,14,5,0,7,168,22,0,0,0.93,5,5
jlaanstra_Funq,14,12,48,9,5,31,477,60,9,6,2.81,12,12
jlampeatds_PasswordRegEx,2,7,10,5,6,10,217,13,0,0,1,0,0
jlampeatds_SourceVsDeployed,15,34,54,23,9,48,1641,191,0,0,4.78,24,24
jlopezCutonala_p3_calculadora,2,0,5,0,0,5,31,5,0,0,0,1,1
jlopezCutonala_p3_colecciones,6,1,15,0,1,13,216,27,0,0,1,4,4
jlopezCutonala_p3_encuesta,3,1,4,0,0,3,31,5,0,0,0,0,0
jlopezCutonala_p3_excepciones,2,1,6,0,0,6,59,9,0,0,0.5,1,1
jlopezCutonala_p3_herenciaYPolimorfismo,4,6,15,0,6,15,123,16,2,2,3,3,3
jlopezCutonala_p3_productos,5,8,8,0,6,6,72,8,2,2,4,3,3
jlopezCutonala_p3_sentencias,2,0,11,0,0,11,138,40,0,0,0,1,1
jmahmud_RDFer,1356,1596,6888,1795,148,5126,154581,22678,1144,1738,537.77,5400,5400
jmansar_SemanticComparisonExtensions,10,2,20,1,0,10,210,33,1,1,0,14,14
jmarnold_EmbeddedMail,24,24,73,24,4,53,704,100,8,8,3.3,43,43
jmswrnr_unity3d-package-tool,39,212,196,4,67,128,3595,608,8,5,12.2,41,41
jnbt_NeoQueues,21,19,84,2,0,62,1083,106,12,21,3.15,30,30
joakes_ExtensibleWebFeatures,33,13,69,28,1,32,673,94,12,13,2.44,30,30
joancaron_OpenWeatherMap-Api-Net,96,2,72,220,0,36,4254,116,24,24,0,68,68
JobiJoba_70-483,17,1,28,0,1,24,377,41,0,0,0,1,1
Jodan-pz_spoolpad,32,43,136,42,1,83,2073,341,9,10,4.58,26,26
JoeBickley_QlikSenseLoopandReduce,34,11,41,107,1,30,1051,77,0,0,2.14,22,22
joedavis_CrewXfer,3,7,12,1,1,10,178,25,0,0,0.69,3,3
joefeser_Burrow.Net.AutoRegistration,10,19,24,26,1,17,527,39,1,1,2.1,13,13
joefroh_Blog,8,7,22,9,0,14,425,50,2,2,1.07,4,4
joefroh_ClassLocator,7,5,12,1,0,6,135,22,2,2,0,7,7
joejcollins_AddOSGrid,67,74,142,46,0,117,3756,264,55,55,4.02,62,62
joewhaley_VirtualRubberDucky,39,60,192,23,31,113,4968,283,5,5,5.46,54,54
joeya_test,929,823,3843,1176,20,2402,46727,6125,484,593,116.11,2067,2067
jogibear9988_SlGanttChart,112,187,416,332,83,130,8813,894,10,12,27.52,178,178
jogibear9988_svg2xaml,72,113,161,6,108,129,3177,546,49,80,8.66,203,203
jogibear9988_WpfSilverlightReport,44,76,114,109,2,49,4015,294,4,4,18.14,57,57
johannes85_bloenk-software,343,972,1306,494,332,742,29060,2827,61,62,90.82,818,818
john-qin_Smoothie,53,5,97,228,0,56,1728,145,19,17,0.5,48,48
JohnDells_PointsTracker,33,50,170,55,1,121,2672,330,5,5,8.03,48,48
JohnMcCaffery_Monitor,9,79,83,13,1,54,2019,161,2,2,6.14,14,14
johnpeterharvey_hueio,11,6,40,16,0,37,402,85,0,0,1.93,11,11
johnpeterharvey_rotten,12,15,23,14,0,18,391,42,0,0,2.25,16,16
johnstejskal_roadsynphony,0,0,0,0,0,0,0,0,0,0,0,0,0
JonathanHenson_LocalizableMessageStorage,3,5,17,1,0,7,274,32,1,1,0.77,1,1
jonayet_voltage_current_graph_app,18,77,82,19,4,43,1305,173,0,0,4.45,13,13
joncarson_plcdb,55,308,511,124,215,246,5465,722,5,5,14.31,39,39
jonchan6_heartbit,0,0,0,0,0,0,0,0,0,0,0,0,0
joncloud_monodevelop,5518,13198,32493,10251,1293,16466,512736,81654,2049,2458,1521.11,14391,14413
joncloud_ztwedit,37,37,73,102,11,36,2066,159,22,24,5.69,36,36
jondot_nchurn,27,20,67,4,4,44,584,97,14,21,3.7,38,38
jonesd52_connxtiontesting-part2,82,197,320,139,31,244,6164,790,40,40,29.6,184,184
JonSaffron_FacadeFor3e,55,36,217,33,14,150,2702,325,10,10,9.24,48,48
Jonty800_800Craft-SMP,471,1300,2867,1027,402,1716,69515,11524,223,211,113.07,2066,2066
jorticus_pickit2-editor,18,229,81,15,221,36,2672,174,0,0,4.45,14,14
JosephDevaney_PokerBot,23,70,124,47,19,100,2242,321,4,4,7.49,30,30
joshrivers_unused-file-monitor,10,4,23,3,0,17,207,36,2,3,0.3,8,8
JoshuaKlaser_ANSKLibrary,19,94,93,48,8,80,1835,169,0,0,6.63,32,32
joygithub_Joy,1154,5486,3846,14,4888,3042,55244,8224,120,122,382.28,22,22
jpdias_TrigMeter,9,10,62,9,0,7,764,96,0,0,3.7,2,2
jplindgren_LinqToXmlConverter,14,2,54,5,0,38,331,56,4,4,1.62,19,19
jptarqu_FixedTextParser,8,3,21,21,1,18,348,52,4,4,0.89,3,3
jptarqu_SPExecutor,14,14,54,23,0,46,863,128,0,0,3.74,15,15
jrmitch120_OctgnImageDb,28,24,43,13,2,35,600,92,6,6,1.34,69,69
jrotello_RandomUserMe.Net,12,2,16,33,0,11,294,27,1,1,0.71,6,6
jsakamoto_dynamicbinder,3,5,23,4,0,16,242,29,0,0,1.11,3,3
JsinhBlog_WebcamSnapshotWpfMvvm,18,31,48,37,11,18,1357,126,2,2,4.67,11,11
jss367_SpaceShooter,38,162,92,4,148,64,1206,184,12,12,9.24,16,16
jsucupira_C-Sharp-Yelp-API-v2.0,12,24,17,76,0,5,748,50,1,1,1.69,2,2
jtabadero_ZumoContrib,19,36,170,39,20,69,2791,601,0,0,4.39,19,19
jthigpen_TumblrAPI.NET,20,30,45,52,26,28,1149,134,7,7,0.25,34,34
juanrt1909_CuyEvolution,0,0,0,0,0,0,0,0,0,0,0,0,0
JudahGabriel_RavenDB.ModernMvcStarterKit,6,3,51,24,0,45,509,103,0,0,1,5,5
judypol_JordyLibary,214,268,981,349,7,790,17004,1894,74,80,31.22,343,343
juehv_SPOS,40,107,221,47,51,122,3174,456,5,5,12.02,89,89
juhgiyo_EpNeuralEngine.cs,35,19,111,24,1,84,1180,207,15,15,2.28,53,53
JulianRooze_CSTS,31,27,83,43,0,43,1076,167,18,36,5.21,75,75
jungrok5_SpiderNET,27,19,41,9,15,38,497,53,2,2,1.79,32,32
justdude_SpinTheBall,114,460,612,74,250,330,16532,3244,10,10,39.08,158,158
justeat_JustBehave,10,0,40,14,0,10,393,43,4,4,0,4,4
jwdonze_CloudFormationCs,188,24,250,683,2,249,6613,266,101,94,13,122,122
jweathers_BookItNow,8,0,7,6,0,5,127,8,0,0,0,7,7
jype_SemanticLogging.LogglySink,6,17,27,29,2,19,698,55,0,0,2.08,6,6
jzqiu_Hot371,138,327,548,485,8,357,13263,1353,16,16,29.73,80,80
K0-0K_Darkroom-,10,29,131,32,12,29,1786,302,0,0,4.45,11,11
K0-0K_Darkroom-Plus,10,29,131,32,12,29,1786,302,0,0,4.45,11,11
k0stya_BowlingKata,6,6,20,1,0,11,142,33,3,3,0.82,4,4
k0stya_Scriptcs.BDDfy,3,2,6,3,0,6,61,8,0,0,0,2,2
kaazing_robot.cs,57,79,181,72,5,129,2885,503,28,28,10.17,72,72
kaeruair_StringScanner-csharp,1,3,6,5,0,6,166,9,0,0,0.94,0,0
kagerouttepaso_CsCommons,13,5,49,4,0,44,1043,92,0,0,1.71,0,0
kaizora_landscape-project,0,0,0,0,0,0,0,0,0,0,0,0,0
KalixHealth_Kalix.ApiCrypto,17,21,62,27,0,55,1460,199,0,0,1.81,14,14
Kallikrates_Sabertooth,11,43,67,11,7,50,896,167,0,0,5.12,11,11
kaluluosi_MyTestGame,1144,5436,3816,14,4840,3020,54656,8128,120,122,379.62,22,22
kami-_Prizet,15,18,23,24,0,13,602,47,2,2,3.21,22,22
kampus-2014-2_01-cleancode-task,7,16,24,3,11,20,254,50,0,0,1.79,12,12
karlbohlmark_http-signatures-csharp,29,10,50,41,0,36,617,78,14,16,4.31,40,40
Karpuscul_KataRacing,5,1,4,6,0,3,109,4,0,0,0,2,2
katatunix_projects,69,194,267,32,51,131,28871,780,6,6,12.06,62,62
KazibweStephen_beta,39,0,16,288,0,16,1475,16,1,1,0,14,14
kazuki_EncryptedOneDrive,37,188,254,51,98,148,4775,671,5,5,8.03,55,55
kazyx_KzLiveview,28,40,54,38,0,12,1094,134,0,0,3.28,36,36
kb10uy_KbtterCore,3,0,12,3,0,10,156,12,0,0,0,1,1
kbilsted_AutoHasher,6,11,16,0,1,6,236,30,0,0,1.35,7,7
KCL5South_KCLTextTemplating,50,123,362,113,19,218,5563,913,11,10,16.13,77,77
kebby_RocketNet,2,16,22,0,6,8,451,83,0,0,1.97,1,1
keboola_storage-api-dotnet-client,27,51,122,52,18,92,2034,223,8,5,6.16,38,38
KeiserCorp_Keiser.MvxPlugins.Bluetooth,8,3,12,12,1,8,127,12,1,1,0.33,2,2
Kelindar_spike-bench,71,126,395,71,24,328,6455,959,36,37,33.01,150,150
KellanHiggins_BlockGame,0,0,0,0,0,0,0,0,0,0,0,0,0
kendarorg_Node.Cs,213,251,573,400,47,393,11623,1062,91,100,28.04,320,320
kendobi_Entropy,1280,6234,4370,14,5420,3462,63236,9468,120,122,439.1,24,24
KennyBu_CalendarReminder,52,61,245,56,10,210,4060,392,7,7,7.2,62,62
KennyLv_.NETConnection,75,327,378,516,6,146,21574,2413,12,12,33.13,197,197
keradus_TrueCryptCrack,3,7,9,0,7,8,178,30,0,0,1,2,2
Kevin0117rc_VEC,8,20,17,12,10,6,583,70,0,0,1.58,6,6
kevincolyar_CronNET,6,18,31,0,5,11,231,53,3,3,1.81,4,4
kevinwrightleft_MongoLinqpadDriver,10,27,47,17,0,29,811,79,2,2,4.1,8,8
KevWK314_Natter,33,87,182,33,28,116,1472,262,17,19,9.05,83,83
khalidabuhakmeh_fluorescent,3,1,24,8,0,18,255,40,0,0,0.71,1,1
kholodovitch_vk_winamp,130,482,490,52,293,268,8586,1055,28,29,33.96,192,192
KidFashion_vs-template-wizard,11,12,41,8,0,35,327,54,3,3,3.48,7,7
kikakubu-ksg_capturehunter,6,41,36,12,6,5,657,89,0,0,2.86,4,4
kiljacken_ProgrammingExamProject,13,51,51,5,39,14,883,108,0,0,3.61,24,24
kinetiq_Axonite,32,22,40,4,6,22,409,54,6,6,5.25,56,56
kinetiq_Ether.WeightedSelector,8,9,29,3,3,17,286,44,2,2,1.39,12,12
kingzou_Upholsterer,79,10,246,362,2,221,6636,1074,7,7,2.1,135,135
KirillOsenkov_RoslynQuoter,1,0,1,0,0,0,15,1,0,0,0,0,0
kirimomi_Oculus_Leap_test,113,352,374,223,187,276,8475,645,21,21,19.15,230,230
kit-cat_ColorFaceFusion,88,299,376,216,68,173,9799,848,7,7,23.66,157,157
kitsudo1412_KSTN-Facebook-Tool,17,73,195,23,12,53,4652,819,0,0,6.5,10,10
kkabdol_KillTheKraken,8,0,0,0,0,0,68,0,0,0,0,0,0
kkestell_nyx,37,69,78,11,12,62,996,159,10,10,6.57,65,65
Klakier_PsZookeeper,27,20,97,32,7,62,821,133,5,5,5.68,36,36
kleinsimon_LinearIntersect,18,55,89,25,19,29,1366,189,1,1,8.09,18,18
kleinsimon_SemTools4CD,20,44,65,48,3,29,1324,131,1,1,5.23,11,11
klejeune_himmelsk-social-api,82,10,107,201,0,56,1930,157,43,69,5.97,78,78
KlemenKosir_JC2MapViewer,79,172,290,187,24,159,5800,614,27,22,18.34,151,151
klenje_KeeStats,6,15,21,7,3,16,652,54,1,1,3.56,12,12
klinkby_klinkby.checksum,1,1,5,0,0,3,66,9,0,0,0,0,0
klinkby_klinkby.compaya,2,3,12,9,0,7,179,25,0,0,0.88,1,1
klinkby_klinkby.vcard,4,0,7,18,0,6,134,7,3,3,0,1,1
klkkkl_dd,10,12,102,18,0,98,1516,161,0,0,1.94,17,17
Klotos_MyzukaRuGrabber,18,64,115,90,0,43,3455,410,4,4,6.78,34,34
kmlxk_CodeTemplater,9,8,37,10,0,18,466,78,2,2,2.15,7,7
kmpm_MoJ,23,35,64,28,2,28,1032,135,0,0,8.27,25,25
KnowledgeLakegithub_.NetTSGenerator,15,28,53,41,2,34,858,84,11,11,4.64,20,20
ko-hayashi_Whisper,8,13,26,19,0,14,495,43,1,1,1.75,2,2
KoihimeNakamura_CelestialNavigation,26,194,307,117,160,258,8480,1291,7,7,4.29,70,70
kolan72_QuickZip.IO.PIDL.UserControls,42,185,237,123,37,149,4850,556,16,19,15.3,84,84
KOLANICH_Deodexer,17,17,53,10,7,40,557,98,12,14,3.55,22,22
KommuSoft_MoRen,84,310,587,88,178,527,8298,1140,22,31,46.15,249,249
kpi-io_kpi-net,7,7,19,11,0,11,256,29,1,1,2,7,7
krdbigsa_NuGetPackageExplorer.Plugins,11,9,24,13,0,12,291,38,3,4,0.95,7,7
kria_BlockChainParser,4,2,3,4,0,2,103,11,0,0,0,3,3
kris-g_LaunchyMediaControl,3,5,22,4,0,21,255,24,0,0,0.83,2,2
krist00fer_redis-sample,17,12,25,1,0,21,423,58,11,11,2.3,19,19
Krynox_2NCMTCSharp,6,0,2,19,0,1,105,3,0,0,0,1,1
KSP-RO_RealHeat,10,47,43,0,31,37,734,104,0,0,4.43,18,18
kthompson_shard,42,35,217,72,4,111,2873,400,16,16,12.55,59,59
KTwo_BA,15,61,68,31,9,41,1406,176,0,0,7.9,18,18
kupa25_MusicDJ,58,25,113,107,3,56,2260,198,16,15,6.05,64,64
kurema_RhinoArchitecturalLibrary,9,7,129,2,7,123,5906,282,0,0,1.38,4,4
kvantetore_litjson,17,84,176,57,12,58,2886,601,1,1,3.36,30,30
KvnSmith212_Easy-Weight,5,4,26,12,0,6,496,46,0,0,1.42,4,4
l8nite_hipchat-spotify,3,10,12,9,0,5,443,22,0,0,1.56,2,2
lachmateuszb_mygitspace,12,2,7,46,1,4,388,8,0,0,0,10,10
lacti_mmo,212,230,735,407,79,471,11031,1588,83,86,31.67,405,405
lagunazero_Dagsspelet,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakerfield_PdfSharp,1810,9774,10493,5099,4337,5794,298403,28938,935,1148,874.370000000002,8165,8165
lamesjinden_CSharp.LangEx,13,11,102,7,1,98,1396,118,1,1,2.1,4,4
lanayotech_vagrant-manager-windows,30,59,233,79,4,126,2941,378,5,4,6.33,69,69
lancscoder_Guard,3,1,4,0,0,4,25,4,1,1,0,2,2
landaire_HypemClient,4,1,4,5,0,4,56,6,0,0,0,1,1
larics_Petri.Net,88,542,668,178,18,343,17737,2030,38,34,38.16,310,310
larrybeall_DirectShowLib,820,1089,2651,13,1075,98,15022,2789,71,89,14.2,793,793
lars-erik_umbraco-defaultdomains,7,7,22,3,4,6,247,34,0,0,2.09,5,5
lasitsin__GLDNBT,673,1850,2771,1053,584,1292,48644,5819,201,229,153.77,1212,1220
LBreedlove_Toml.net,8,8,83,20,3,37,2162,271,2,2,0.71,11,11
lcnvdl_jsbuild,6,5,14,5,0,8,307,65,2,2,1.02,9,9
ldunekac_USOCTrampoline,20,49,80,38,7,36,1455,157,0,0,5.15,43,43
LeandroMBarreto_MlIB.Agents,3,8,12,4,3,10,141,23,0,0,1,1,1
LeandroMBarreto_MlIB.MultiAsserts,16,14,43,14,4,26,496,62,3,3,5.62,23,23
LeandroMBarreto_MlIB.Reply,10,0,17,16,0,11,219,22,21,11,0,2,2
leandrotlz_Tequila,12,50,67,40,10,28,2008,219,0,0,3.89,11,11
leanix_leanix-sdk-csharp,74,31,712,590,0,701,26279,2611,0,0,3.35,153,153
leblancmeneses_NPEG,66,59,292,70,8,240,3739,522,43,64,7.11,165,165
leebrandt_Presentations,68,95,120,22,0,105,1301,128,18,15,3.7,79,136
LeeCampbell_ArtemistWest-CallMe,101,105,209,121,20,117,2954,276,27,28,12.79,111,111
Leefrost_Calculator,75,88,162,93,0,98,2503,409,43,43,10.01,105,105
leekelleher_umbraco-https-redirect,5,16,29,2,16,11,429,66,0,0,0.98,3,3
leer168_VS-Dependency-Viewer-Chromium,30,47,140,55,0,65,1792,301,5,6,7.18,46,46
leethomascook_Sitecore.Octopus,41,19,41,55,1,26,725,63,12,12,1.29,53,53
Leifaffles_constraintthingy,11,18,52,11,12,40,986,97,4,6,3.12,25,25
Leroy1245_EMMS,25,6,49,69,0,42,1583,154,0,0,1.27,22,22
letianzj_QuantTrading,257,1295,1362,889,380,906,26852,3017,67,84,69.7,655,655
leticia-amuchastegui_Xamarin,2,3,13,1,0,2,167,19,0,0,1.39,0,0
